accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ
362643.4205,0.332565308,-0.176055908,-0.998825073,362643.4185,0.182310421,0.130805152,-0.08392819
362643.4506,0.15145874,-0.318374634,-0.952224731,362643.4185,0.182310421,0.130805152,-0.08392819
362643.4807,0.166412354,-0.422485352,-0.945114136,362643.4536,0.544711784,-0.117035277,0.077905451
362643.5108,0.098937988,-0.304092407,-0.981109619,362643.4887,0.656762689,-0.285751859,0.246884088
362643.5409,0.147033691,-0.229812622,-1.013473511,362643.5238,1.504699332,-0.335018741,0.358063074
362643.571,0.168060303,-0.095916748,-1.164093018,362643.5589,3.436302321,-0.554653897,0.66033239
362643.6011,-0.127609253,-0.198944092,-1.382064819,362643.594,6.767912051,-1.299060152,0.630906591
362643.6312,0.161605835,-0.635314941,-1.695068359,362643.6292,9.900900031,-3.882968764,0.402082996
362643.6613,1.92489624,-0.940246582,-2.230560303,362643.6292,9.900900031,-3.882968764,0.402082996
362643.6914,-1.547119141,-2.379241943,-3.314804077,362643.6642,6.731043781,-10.1934813,-5.807260844
362643.7214,-0.899642944,-0.954467773,-1.578018188,362643.6994,1.859056883,-2.331930696,-5.183837736
362643.7515,-0.584472656,-0.283874512,-2.282699585,362643.7345,0.938256153,-2.85636384,-0.198817759
362643.7816,1.249206543,0.473602295,-2.198501587,362643.7696,-3.020830016,-2.655433129,1.808692779
362643.8117,1.841262817,0.34211731,-1.613830566,362643.8047,-6.605056022,-2.743034884,-0.246202585
362643.8418,1.051696777,0.044372559,-0.755371094,362643.8398,-7.94202574,-2.380409549,-0.714224118
362643.8719,0.880310059,-0.716217041,1.000366211,362643.8398,-7.94202574,-2.380409549,-0.714224118
362643.902,-0.247055054,-2.19342041,1.720428467,362643.8749,-6.282244146,-2.630667862,-0.851654416
362643.9321,0.189041138,-3.945602417,1.576126099,362643.91,-3.930998342,-1.965989991,1.380309735
362643.9622,1.050888062,-3.489151001,2.852676392,362643.9451,-0.547562432,-1.701055264,1.841242466
362643.9923,-0.887527466,-3.94480896,0.048355103,362643.9803,3.91693046,1.801640994,1.394736079
362644.0224,1.082366943,0.927932739,-1.080673218,362644.0154,-2.900505202,1.800778663,-0.646576364
362644.0525,0.098861694,-0.19229126,-1.051254272,362644.0505,-0.555534338,1.016956558,-0.803845081
362644.0826,0.019454956,-0.310562134,-0.982513428,362644.0505,-0.555534338,1.016956558,-0.803845081
362644.1127,0.029342651,-0.492828369,-0.882873535,362644.0856,0.095813079,0.178566815,-0.102816927
362644.1428,0.116821289,-0.324035645,-0.9637146,362644.1207,-0.192783036,0.22680918,-0.117476829
362644.1729,0.216934204,-0.284957886,-1.022766113,362644.1558,0.600571055,-0.16738287,0.175277012
362644.203,0.228713989,0.105209351,-1.258209229,362644.1909,2.75106032,-0.970545383,0.841333068
362644.2331,-0.112457275,-0.47303772,-1.672195435,362644.226,7.35178988,-1.885662395,1.18498631
362644.2632,0.371109009,-5.379974365,-1.058242798,362644.2611,5.000689484,-4.145543398,-0.327511023
362644.2932,1.121658325,-3.026885986,-0.306793213,362644.2611,5.000689484,-4.145543398,-0.327511023
362644.3233,-0.041610718,-2.809997559,-2.681015015,362644.2962,6.713102598,-1.290545494,-2.780155887
362644.3534,0.0418396,-1.458892822,-4.072341919,362644.3314,6.220693167,0.852136448,-2.705468067
362644.3835,-0.705245972,0.607894897,-3.251739502,362644.3665,1.280150111,0.360667113,-1.887505835
362644.4136,-0.957931519,1.542327881,-1.627838135,362644.4016,-3.189443267,-0.112322015,-0.421116608
362644.4437,-0.291168213,2.072647095,0.099365234,362644.4367,-4.619498454,-0.369655814,-0.660875142
362644.4738,-0.872909546,1.065063477,0.890914917,362644.4718,-5.044006865,-1.907326678,-0.875626594
362644.5039,-1.04888916,-0.167037964,1.522766113,362644.4718,-5.044006865,-1.907326678,-0.875626594
362644.534,-0.397857666,-1.232345581,1.672317505,362644.5069,-3.676645152,-3.275985616,1.60488399
362644.5641,0.455276489,-2.372695923,1.0831604,362644.542,-1.81732941,-2.272497196,2.373395848
362644.5942,0.254898071,-1.952224731,2.381484985,362644.5771,-0.16856851,-1.695397911,1.543888546
362644.6243,1.499404907,-0.688232422,-0.528640747,362644.6122,-4.847674901,1.341731716,-0.415306923
362644.6544,-0.020050049,-0.746612549,-1.173568726,362644.6473,-3.577166498,0.859540302,-0.145404068
362644.6845,-0.071716309,-0.167358398,-1.063568115,362644.6825,-1.494405681,0.982318153,-1.013176201
362644.7146,0.391906738,-0.537368774,-0.877532959,362644.6825,-1.494405681,0.982318153,-1.013176201
362644.7447,-0.038742065,-0.291427612,-0.956253052,362644.7176,-1.3397181,0.46509685,-0.298388292
362644.7748,0.31690979,-0.282409668,-1.023635864,362644.7527,-0.757783313,0.45787409,-0.454078553
362644.8049,0.161758423,-0.181472778,-1.071899414,362644.7878,0.466171968,-0.143649844,0.255923922
362644.835,0.262069702,0.003082275,-1.1456604,362644.8229,2.612417219,-0.683048888,0.756572374
362644.8651,0.113754272,-0.011764526,-1.56098938,362644.858,6.874967931,-1.251913146,1.081673769
362644.8952,-0.410705566,-1.623001099,-0.884719849,362644.8932,7.773382129,0.401423331,0.532833287
362644.9253,0.020507813,-4.797546387,-2.759078979,362644.8932,7.773382129,0.401423331,0.532833287
362644.9554,0.875335693,-3.06022644,-1.811981201,362644.9283,4.41945937,1.265078483,-1.252577605
362644.9854,-0.037567139,-2.299377441,-3.238494873,362644.9634,5.726267191,0.31400347,-2.680430891
362645.0156,-0.261077881,-0.772598267,-3.733596802,362644.9985,2.087279669,0.525038214,-2.621821107
362645.0457,-1.684066772,0.793823242,-1.679840088,362645.0336,-2.694277464,0.284821616,-1.929212802
362645.0757,-1.601928711,1.925979614,-0.090942383,362645.0687,-3.30980643,1.267153618,0.727822485
362645.1058,-0.980545044,1.490310669,0.445800781,362645.1038,-4.294150716,-1.61675503,1.166583334
362645.1359,-0.694717407,0.035018921,0.738800049,362645.1038,-4.294150716,-1.61675503,1.166583334
362645.166,0.319473267,-0.844238281,2.231018066,362645.1389,-4.970238368,-2.042513529,1.638428901
362645.1961,0.431503296,-1.479812622,2.409667969,362645.174,-2.098464945,-2.382341672,1.79382728
362645.2262,-0.026321411,-1.664215088,1.902481079,362645.2091,0.577542169,-2.284885689,2.12845427
362645.2563,0.977844238,-1.248336792,0.018798828,362645.2443,-5.216899283,2.275845589,0.423936097
362645.2864,-0.334701538,-0.897277832,-1.245864868,362645.2794,-4.354977848,0.943881548,0.023333819
362645.3165,0.334487915,-0.175842285,-1.191802979,362645.3145,-1.707366956,1.045100046,-1.356103465
362645.3466,0.362609863,-0.453765869,-0.916641235,362645.3145,-1.707366956,1.045100046,-1.356103465
362645.3767,0.007217407,-0.274169922,-1.007324219,362645.3496,-1.1432615,0.23955134,0.00446186
362645.4068,0.250335693,-0.195251465,-1.10446167,362645.3847,0.041681134,0.102404403,-0.015221564
362645.4369,0.049438477,0.094924927,-1.175674438,362645.4198,2.516481101,-0.420475586,0.563551785
362645.467,-0.138763428,-0.241394043,-1.596115112,362645.4549,6.91197362,-0.503878867,0.530466802
362645.4971,-0.447753906,-2.251358032,-0.867141724,362645.49,7.826371578,0.046661245,-0.069460568
